Siolim Navtara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BillWise_Sales(2025.03.01--2025.03.31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Generated On : 2025-04-16 01:09:58 pm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deployment,Bill No.,Advance Number,Order Id,Bill Date,Bill Open Time,Print Time,Close Time,Tab Name,Table No.,Covers,Sales,Discount,Net Sales,Gross Bill Amount,Packaging Charge [CART - SWIGGY],CGST,SGST,BEVERAGE,FOOD,CGST_Ecom@2.5%,SGST_Ecom@2.5%,NA,Total Service Charge,Round Off,Cash,Credit Card,Debit Card,Coupon,BTC,TTR,Smart Card,Swiggy,Total Tip,Offer Code,
Siolim Navtara,24-25/T1-170469,-,200054812343143,2025-03-04,04:18:02 PM,04:34:03 PM,04:51:16 PM,SWIGGY,NA,-,227.00,59.99,167.00,177.50,10.00,0.25,0.25,0,167.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,178.00,0,-,
Siolim Navtara,24-25/T1-170476,-,200056156252656,2025-03-04,04:40:03 PM,05:07:26 PM,05:36:15 PM,SWIGGY,NA,-,464.00,100.00,364.00,374.50,10.00,0.25,0.25,91.00,273.00,0,0,0,0.00,0.50,0,0,0,0,0,0,0,375.00,0,-,
Siolim Navtara,24-25/T1-170480,-,200059353985643,2025-03-04,05:33:05 PM,06:02:31 PM,06:05:48 PM,SWIGGY,NA,-,427.00,59.99,367.00,377.50,10.00,0.25,0.25,0,367.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,378.00,0,-,
Siolim Navtara,24-25/T1-170484,-,200060977391980,2025-03-04,06:01:05 PM,06:15:01 PM,06:30:41 PM,SWIGGY,NA,-,217.00,59.99,157.01,167.51,10.00,0.25,0.25,28.22,128.79,0,0,0,0.00,0.49,0,0,0,0,0,0,0,168.00,0,-,
Siolim Navtara,24-25/T1-170486,-,200062051524452,2025-03-04,06:18:06 PM,06:39:16 PM,06:52:39 PM,SWIGGY,NA,-,247.00,59.99,187.00,197.50,10.00,0.25,0.25,0,187.01,0,0,0,0.00,0.50,0,0,0,0,0,0,0,198.00,0,-,
Siolim Navtara,24-25/T1-170491,-,200062690197445,2025-03-04,06:29:06 PM,06:45:11 PM,06:59:28 PM,SWIGGY,NA,-,837.00,104.62,732.38,742.88,10.00,0.25,0.25,0,732.39,0,0,0,0.00,0.12,0,0,0,0,0,0,0,743.00,0,-,
Siolim Navtara,24-25/T1-170493,-,200063080874015,2025-03-04,06:35:07 PM,07:28:17 PM,07:34:23 PM,SWIGGY,NA,-,187.00,56.10,130.90,141.40,10.00,0.25,0.25,0,130.90,0,0,0,0.00,-0.40,0,0,0,0,0,0,0,141.00,0,-,
Siolim Navtara,24-25/T1-170494,-,200063253708296,2025-03-04,06:38:07 PM,06:58:32 PM,07:06:36 PM,SWIGGY,NA,-,197.00,59.09,137.91,148.41,10.00,0.25,0.25,0,137.90,0,0,0,0.00,-0.41,0,0,0,0,0,0,0,148.00,0,-,
Siolim Navtara,24-25/T1-170496,-,200063546092497,2025-03-04,06:43:09 PM,06:54:08 PM,06:59:40 PM,SWIGGY,NA,-,187.00,56.10,130.90,141.40,10.00,0.25,0.25,20.30,110.60,0,0,0,0.00,-0.40,0,0,0,0,0,0,0,141.00,0,-,
Siolim Navtara,24-25/T1-170497,-,200063517743774,2025-03-04,06:43:10 PM,06:54:28 PM,07:06:43 PM,SWIGGY,NA,-,255.00,59.99,195.00,205.50,10.00,0.25,0.25,45.12,149.89,0,0,0,0.00,0.50,0,0,0,0,0,0,0,206.00,0,-,
